Id,TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
494,Noturno,Solteiro(a),Feminino,2017-03-24,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
495,Noturno,Solteiro(a),Masculino,2017-03-23,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
496,Matutino,Solteiro(a),Feminino,2017-03-20,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
497,Noturno,Solteiro(a),Masculino,2017-03-17,Adiamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
498,Noturno,Solteiro(a),Masculino,2017-03-16,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
499,Noturno,Solteiro(a),Masculino,2017-03-13,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - I MÓDULO,Informática
500,Matutino,Solteiro(a),Masculino,2017-03-11,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO IV,Informática
501,Matutino,Solteiro(a),Masculino,2017-03-10,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
502,Noturno,Solteiro(a),Masculino,2017-03-10,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
503,Noturno,Solteiro(a),Masculino,2017-03-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
504,Noturno,Solteiro(a),Masculino,2017-03-08,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
505,Matutino,Solteiro(a),Masculino,2017-03-08,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
506,Noturno,Solteiro(a),Feminino,2017-03-08,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
507,Noturno,Solteiro(a),Masculino,2017-03-07,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
508,Noturno,Solteiro(a),Masculino,2017-03-06,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
509,Matutino,Solteiro(a),Feminino,2017-03-06,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
510,Matutino,Solteiro(a),Masculino,2017-03-03,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
511,Matutino,Solteiro(a),Masculino,2017-03-03,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
512,Noturno,Divorciado(a),Masculino,2017-03-01,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
513,Noturno,Solteiro(a),Masculino,2017-03-01,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
514,Matutino,Solteiro(a),Masculino,2017-03-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
515,Noturno,Solteiro(a),Feminino,2017-03-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
516,Matutino,Solteiro(a),Masculino,2017-03-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
517,Noturno,Solteiro(a),Feminino,2017-03-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
518,Matutino,Solteiro(a),Masculino,2017-02-24,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
519,Noturno,Solteiro(a),Masculino,2017-02-24,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
520,Matutino,Solteiro(a),Masculino,2017-02-24,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
521,Noturno,Solteiro(a),Masculino,2017-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
522,Integral,Divorciado(a),Feminino,2017-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
523,Integral,Divorciado(a),Feminino,2017-02-21,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
524,Noturno,Solteiro(a),Feminino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
525,Noturno,Solteiro(a),Masculino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
526,Noturno,Solteiro(a),Masculino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
527,Noturno,Solteiro(a),Masculino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
528,Noturno,Solteiro(a),Masculino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
529,Noturno,Solteiro(a),Feminino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
530,Noturno,Solteiro(a),Masculino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
531,Noturno,Solteiro(a),Masculino,2017-02-20,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
532,Matutino,Solteiro(a),Masculino,2017-02-17,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
533,Noturno,Solteiro(a),Masculino,2017-02-17,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
534,Matutino,Casado(a),Masculino,2017-02-14,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
535,Matutino,Solteiro(a),Feminino,2017-02-13,Transferência de Programação,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
536,Matutino,Solteiro(a),Masculino,2017-02-08,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
537,Noturno,Solteiro(a),Masculino,2017-02-06,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
538,Noturno,Solteiro(a),Masculino,2017-02-06,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
539,Integral,Casado(a),Feminino,2017-02-03,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
540,Integral,Casado(a),Feminino,2017-02-03,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
541,Matutino,Solteiro(a),Masculino,2017-02-03,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
542,Integral,Solteiro(a),Feminino,2017-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
543,Integral,Solteiro(a),Feminino,2017-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
544,Integral,Solteiro(a),Feminino,2017-01-31,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
545,Noturno,Solteiro(a),Masculino,2017-01-31,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
546,Noturno,Casado(a),Masculino,2017-01-31,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
547,Integral,Solteiro(a),Feminino,2017-01-30,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
548,Noturno,Solteiro(a),Masculino,2017-01-30,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
549,Noturno,Solteiro(a),Masculino,2017-01-30,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
550,Noturno,Solteiro(a),Feminino,2017-01-30,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
551,Noturno,Solteiro(a),Masculino,2017-01-30,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
552,Noturno,Solteiro(a),Feminino,2017-01-30,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
553,Noturno,Solteiro(a),Masculino,2017-01-30,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - I Módulo ,Design
554,Noturno,Solteiro(a),Masculino,2017-01-30,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - I Módulo ,Design
555,Noturno,Solteiro(a),Masculino,2017-01-30,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
556,Noturno,Solteiro(a),Masculino,2017-01-28,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
557,Matutino,Casado(a),Feminino,2016-11-28,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
558,Matutino,Solteiro(a),Masculino,2016-11-28,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
559,Matutino,Solteiro(a),Masculino,2016-11-22,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
560,Matutino,Solteiro(a),Feminino,2016-11-09,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
561,Noturno,Casado(a),Masculino,2016-11-07,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
562,Noturno,Casado(a),Masculino,2016-11-04,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
563,Matutino,Divorciado(a),Masculino,2016-10-26,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
564,Noturno,Solteiro(a),Masculino,2016-10-21,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
565,Noturno,Solteiro(a),Masculino,2016-10-21,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
566,Matutino,Solteiro(a),Masculino,2016-10-20,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
567,Noturno,Solteiro(a),Masculino,2016-10-19,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
568,Noturno,Solteiro(a),Masculino,2016-10-17,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
569,Matutino,Solteiro(a),Masculino,2016-10-14,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
570,Noturno,Solteiro(a),Masculino,2016-10-14,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
571,Matutino,Solteiro(a),Masculino,2016-10-07,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
572,Noturno,Solteiro(a),Masculino,2016-09-30,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
573,Matutino,Solteiro(a),Masculino,2016-09-26,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
574,Noturno,Solteiro(a),Masculino,2016-09-23,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
575,Noturno,Solteiro(a),Masculino,2016-09-23,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
576,Noturno,Solteiro(a),Masculino,2016-09-23,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
577,Matutino,Solteiro(a),Masculino,2016-09-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
578,Matutino,Solteiro(a),Masculino,2016-09-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
579,Matutino,Casado(a),Masculino,2016-09-22,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
580,Noturno,Solteiro(a),Masculino,2016-09-21,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
581,Matutino,Casado(a),Masculino,2016-09-20,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
582,Matutino,Casado(a),Masculino,2016-09-20,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
583,Matutino,Solteiro(a),Feminino,2016-09-12,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
584,Matutino,Solteiro(a),Feminino,2016-09-12,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
585,Noturno,Casado(a),Masculino,2016-09-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
586,Noturno,Casado(a),Masculino,2016-09-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
587,Noturno,Casado(a),Masculino,2016-09-08,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
588,Noturno,Casado(a),Masculino,2016-09-06,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - II MÓDULO,Design
589,Noturno,Casado(a),Masculino,2016-09-06,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
590,Noturno,Casado(a),Masculino,2016-09-06,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
591,Noturno,Solteiro(a),Masculino,2016-09-02,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
592,Noturno,Solteiro(a),Masculino,2016-09-01,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
593,Matutino,Solteiro(a),Masculino,2016-08-30,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
594,Matutino,Solteiro(a),Masculino,2016-08-30,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
595,Matutino,Solteiro(a),Masculino,2016-08-30,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
596,Matutino,Solteiro(a),Masculino,2016-08-26,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - IV MÓDULO,Design
597,Noturno,Solteiro(a),Masculino,2016-08-25,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
598,Matutino,Solteiro(a),Masculino,2016-08-23,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
599,Noturno,Solteiro(a),Masculino,2016-08-23,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
600,Noturno,Solteiro(a),Masculino,2016-08-23,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
601,Matutino,Solteiro(a),Masculino,2016-08-22,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
602,Matutino,Solteiro(a),Masculino,2016-08-22,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
603,Noturno,Solteiro(a),Masculino,2016-08-22,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
604,Noturno,Casado(a),Masculino,2016-08-19,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
605,Matutino,Solteiro(a),Feminino,2016-08-17,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
606,Matutino,Solteiro(a),Feminino,2016-08-17,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
607,Matutino,Solteiro(a),Masculino,2016-08-17,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO IV,Informática
608,Matutino,Solteiro(a),Masculino,2016-08-17,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO V,Informática
609,Noturno,Solteiro(a),Feminino,2016-08-16,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
610,Noturno,Solteiro(a),Feminino,2016-08-16,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
611,Noturno,Solteiro(a),Masculino,2016-08-16,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
612,Noturno,Solteiro(a),Masculino,2016-08-15,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
613,Matutino,Solteiro(a),Masculino,2016-08-15,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
614,Noturno,Solteiro(a),Masculino,2016-08-12,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
615,Noturno,Solteiro(a),Masculino,2016-08-12,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
616,Matutino,Solteiro(a),Masculino,2016-08-12,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
617,Matutino,Solteiro(a),Masculino,2016-08-12,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
618,Matutino,Solteiro(a),Masculino,2016-08-11,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
619,Noturno,Solteiro(a),Masculino,2016-08-10,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
620,Matutino,Solteiro(a),Masculino,2016-08-10,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
621,Noturno,Solteiro(a),Masculino,2016-08-09,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
622,Noturno,Solteiro(a),Masculino,2016-08-09,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
623,Matutino,Solteiro(a),Feminino,2016-08-05,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
624,Noturno,Solteiro(a),Masculino,2016-08-04,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
625,Noturno,Solteiro(a),Masculino,2016-08-04,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
626,Matutino,Casado(a),Masculino,2016-08-03,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
627,Matutino,Casado(a),Masculino,2016-08-03,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
628,Noturno,Casado(a),Masculino,2016-08-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
629,Noturno,Casado(a),Masculino,2016-08-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
630,Noturno,Solteiro(a),Masculino,2016-08-01,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
631,Noturno,Solteiro(a),Masculino,2016-08-01,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
632,Noturno,Solteiro(a),Masculino,2016-08-01,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
633,Noturno,Solteiro(a),Masculino,2016-08-01,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
634,Noturno,Solteiro(a),Masculino,2016-08-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
635,Noturno,Solteiro(a),Masculino,2016-08-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
636,Noturno,Solteiro(a),Masculino,2016-07-29,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
637,Noturno,Solteiro(a),Masculino,2016-07-28,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
638,Noturno,Solteiro(a),Masculino,2016-07-27,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
639,Noturno,Solteiro(a),Masculino,2016-07-27,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
640,Noturno,Solteiro(a),Masculino,2016-07-27,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
641,Noturno,Solteiro(a),Masculino,2016-07-27,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
642,Matutino,Solteiro(a),Masculino,2016-06-22,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
643,Matutino,Divorciado(a),Masculino,2016-06-16,Mudança de Município,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
644,Noturno,Solteiro(a),Masculino,2016-06-03,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
645,Noturno,Solteiro(a),Masculino,2016-06-02,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
646,Noturno,Solteiro(a),Masculino,2016-05-23,Mudança de Município,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
647,Noturno,Solteiro(a),Masculino,2016-05-16,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
648,Matutino,Solteiro(a),Masculino,2016-05-13,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
649,Matutino,Solteiro(a),Masculino,2016-05-12,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
650,Noturno,Solteiro(a),Masculino,2016-05-11,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
651,Matutino,Casado(a),Masculino,2016-05-11,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
652,Noturno,Solteiro(a),Feminino,2016-05-10,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
653,Noturno,Casado(a),Masculino,2016-05-10,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
654,Noturno,Solteiro(a),Masculino,2016-05-09,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
655,Noturno,Solteiro(a),Masculino,2016-05-09,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
656,Noturno,Solteiro(a),Masculino,2016-05-09,Motivo de Viagens,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
